workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP
500.perlbench_r,177459684073,497873523,441862452322,32323227204,861865593,230,3447625,119.35,3.66,481.81,2.08,1.34
500.perlbench_r,186037139820,518652325,463503492793,33819396202,905853212,242,3623997,119.42,3.66,483.12,2.08,1.34
500.perlbench_r,194622829184,538455959,485221860086,35296912542,949473572,253,3794102,119.4,3.66,483.87,2.08,1.34
500.perlbench_r,203205392987,555826818,507500832600,36677348543,993039989,262,3941509,119.37,3.66,484.47,2.08,1.34
500.perlbench_r,211783279583,576907687,529003281155,38202061383,1036037539,270,4125922,119.44,3.66,485.73,2.08,1.34
500.perlbench_r,220319606748,597590678,550561382399,39700347495,1079476880,278,4297192,119.4,3.66,486.58,2.08,1.34
500.perlbench_r,228809226960,616753631,572375513797,41163392093,1122646659,292,4470399,119.39,3.66,486.8,2.08,1.34
500.perlbench_r,237297113208,637717124,594245511431,42628349040,1165841706,301,4632960,119.37,3.66,487.67,2.08,1.34
500.perlbench_r,245877674018,657721368,615684627843,44149871169,1209369394,310,4819986,119.41,3.66,488.22,2.08,1.34
500.perlbench_r,254448565410,679158027,637188178789,45672489141,1252269150,326,4999943,119.41,3.66,488.74,2.08,1.34
500.perlbench_r,263023214362,699336291,658912029671,47146066716,1294178195,339,5162767,119.35,3.66,488.68,2.08,1.34
500.perlbench_r,271593960609,718860085,680693690393,48609496263,1337346330,354,5331743,119.25,3.66,489.22,2.08,1.34
500.perlbench_r,280168470844,736793216,702781498003,50020559229,1380741838,362,5490153,119.26,3.66,490.45,2.08,1.34
500.perlbench_r,288752763092,756199852,724724479242,51467013142,1424056154,372,5658306,119.29,3.66,490.8,2.08,1.34
500.perlbench_r,297324322689,773901518,746864865881,52872409857,1467240350,384,5816291,119.33,3.66,491.17,2.08,1.34
500.perlbench_r,305889037389,794215599,768707516505,54341206681,1510787144,395,5987318,119.38,3.66,491.75,2.08,1.34
500.perlbench_r,314356066236,813587480,790602040131,55794454945,1554359779,407,6157969,119.42,3.66,492.26,2.08,1.34
500.perlbench_r,322858641972,832865304,812558216880,57233180773,1597331299,418,6319258,119.44,3.66,492.38,2.08,1.34
500.perlbench_r,331425488079,851720536,834553593201,58661515697,1641320387,428,6476586,119.44,3.66,492.66,2.08,1.34
500.perlbench_r,339995410685,872694245,856099885681,60175784590,1685213765,442,6657609,119.49,3.66,493.15,2.08,1.34
500.perlbench_r,348560188980,891311760,878122304433,61602718337,1729480409,454,6819156,119.52,3.66,493.36,2.08,1.34
500.perlbench_r,357114374925,912302331,899879409576,63084033196,1772371502,463,6990915,119.53,3.66,493.41,2.08,1.34
500.perlbench_r,365664714581,933065838,921437118111,64588166082,1814706359,471,7166373,119.56,3.66,493.53,2.08,1.34
500.perlbench_r,374234918099,950165050,943909775559,65934793958,1856461274,482,7302440,119.59,3.66,493.85,2.08,1.34
500.perlbench_r,382814606495,970895012,965976324377,67384874171,1898280227,493,7465567,119.57,3.66,494.31,2.08,1.34
500.perlbench_r,391393633554,991507643,987723944313,68870862487,1942019183,504,7639898,119.59,3.66,494.61,2.08,1.34
500.perlbench_r,399956512860,1011741623,1009583152840,70332649031,1985436362,516,7800524,119.64,3.66,495.69,2.08,1.34
500.perlbench_r,408558661083,1030759776,1031481387315,71774326149,2028652846,526,7967480,119.63,3.66,495.92,2.08,1.34
500.perlbench_r,417327571414,1052129056,1052966600891,73294472587,2073077071,536,8152933,119.64,3.66,496.22,2.08,1.33
500.perlbench_r,426099205522,1070314597,1074998156616,74719763570,2116080335,547,8316710,119.66,3.66,496.49,2.08,1.33
500.perlbench_r,434869930163,1087501015,1097437759432,76089533615,2157806963,561,8467924,119.62,3.66,496.38,2.08,1.33
500.perlbench_r,443638666160,1106668209,1119103015660,77569741450,2200332912,572,8641240,119.63,3.66,496.62,2.08,1.33
500.perlbench_r,452405915646,1126112040,1141002077094,79015352229,2242939351,586,8799826,119.72,3.66,497.31,2.08,1.33
500.perlbench_r,461181765422,1144630878,1162908654973,80456473499,2285869520,598,8962082,119.71,3.66,497.36,2.08,1.33
500.perlbench_r,469957095542,1164396478,1184479834469,81960261827,2328805332,610,9142262,119.72,3.66,497.81,2.08,1.33
500.perlbench_r,478735149956,1182129767,1206633336804,83361815172,2372604599,622,9299629,119.69,3.66,497.99,2.08,1.33
500.perlbench_r,487510946619,1201274106,1228609958691,84801466293,2416435790,633,9463356,119.7,3.66,498.44,2.08,1.33
500.perlbench_r,496285156050,1219251892,1250862817933,86192863448,2458506421,643,9615741,119.68,3.66,498.57,2.08,1.33
500.perlbench_r,504831669324,1239606916,1269767768412,87600486966,2489679898,672,9769018,119.73,3.66,498.81,2.08,1.33
500.perlbench_r,513593167800,1240297130,1291149308790,88864598366,2516889856,682,9851313,119.74,3.66,499.06,2.08,1.33
500.perlbench_r,522358646886,1240886563,1312444945464,90145087448,2544097640,701,9931910,119.79,3.66,499.32,2.08,1.33
500.perlbench_r,531109402608,1241387676,1333782813257,91423904319,2571315691,713,10013751,118.39,3.65,502.4,2.07,1.33
500.perlbench_r,539868744739,1241892944,1355091305524,92698523576,2598402098,726,10095646,117.17,3.64,505.61,2.07,1.33
500.perlbench_r,548644864220,1264775414,1377222258951,94042442433,2619762073,736,10157741,116.02,3.63,508.8,2.07,1.32
500.perlbench_r,557419495578,1265119719,1399677696515,95206037816,2643144616,749,10206456,114.93,3.63,511.9,2.06,1.32
500.perlbench_r,566196100260,1265609196,1422140793013,96375220840,2666635026,763,10253059,113.66,3.62,515.94,2.06,1.32
500.perlbench_r,574961720492,1265902996,1444599078467,97546250979,2690015995,775,10298327,112.31,3.61,520.17,2.05,1.32
500.perlbench_r,583737036709,1266218265,1467043822188,98717906153,2713273785,785,10345436,111.02,3.6,524.37,2.05,1.32
500.perlbench_r,592502865787,1266732308,1489451001181,99898283860,2736672693,797,10390070,109.81,3.6,528.46,2.04,1.32
500.perlbench_r,601273687384,1267166879,1511859061772,101073635228,2759916175,810,10433527,108.66,3.59,532.54,2.04,1.32
500.perlbench_r,610051587061,1267500991,1534224903064,102259885956,2784065403,823,10483270,107.56,3.58,536.51,2.04,1.32
500.perlbench_r,618814656673,1268327541,1555818100840,103512418318,2810549756,834,10547504,106.52,3.58,540.44,2.03,1.32
500.perlbench_r,627591867648,1269177013,1577260182648,104777271785,2837588855,849,10608758,105.53,3.57,544.35,2.03,1.31
500.perlbench_r,636365877761,1270257241,1598629329108,106052944786,2864633126,860,10682109,104.72,3.56,547.6,2.03,1.31
500.perlbench_r,645141029258,1271388214,1620004083613,107324387842,2891561628,870,10748015,104.09,3.56,550.21,2.02,1.31
500.perlbench_r,653919169104,1312217491,1640941841326,108935275380,2913801154,884,10805016,103.48,3.56,552.78,2.02,1.31
500.perlbench_r,662690064151,1312630471,1663317557621,110117298918,2937075407,895,10847954,102.9,3.55,555.3,2.02,1.31
500.perlbench_r,671446350652,1312957943,1685746557647,111292876317,2960448879,905,10892330,102.31,3.55,558.19,2.01,1.32
500.perlbench_r,680192071909,1313624013,1708130102597,112479030734,2983913733,915,10942017,101.52,3.54,561.73,2.01,1.31
500.perlbench_r,688969515762,1314030287,1730530544947,113663042272,3007259095,924,10992769,100.77,3.54,565.22,2.01,1.31
500.perlbench_r,697748931399,1314386314,1752952628356,114844856369,3030573955,935,11046042,100.04,3.53,568.62,2.01,1.31
500.perlbench_r,706519694688,1316042307,1774259352781,116131904085,3058002636,944,11139390,99.35,3.53,572,2,1.31
500.perlbench_r,715271538609,1317770150,1795482291448,117416147743,3085035989,956,11229942,98.69,3.52,575.34,2,1.31
500.perlbench_r,724036272790,1319238409,1816817399276,118697700186,3111989537,970,11328084,98.21,3.52,577.77,2,1.31
500.perlbench_r,732808455499,1320864387,1838159279101,119982413256,3138957384,982,11428675,97.8,3.51,579.92,2,1.31
500.perlbench_r,741583299052,1382910770,1858058269467,122025081863,3158245870,991,11469771,97.4,3.51,582.03,1.99,1.31
500.perlbench_r,750361776105,1383307927,1880458462291,123210231537,3181489650,1000,11515351,97.01,3.51,584.11,1.99,1.3
500.perlbench_r,759136626322,1384532290,1902779808866,124402439718,3204959124,1008,11564681,96.55,3.5,586.89,1.99,1.32
500.perlbench_r,767914905396,1387081140,1924117474730,125692019927,3231908692,1020,11636797,95.99,3.5,589.99,1.99,1.31
500.perlbench_r,776682478733,1389640906,1945362097885,126977015871,3258724614,1029,11729247,95.46,3.5,593.01,1.99,1.31
500.perlbench_r,785458383424,1392092057,1966727596104,128264207959,3285648724,1037,11828606,95.1,3.49,595.05,1.98,1.31
500.perlbench_r,794207894104,1394572144,1988066410637,129553885554,3312671768,1044,11919700,94.78,3.49,596.96,1.98,1.31
500.perlbench_r,802954547503,1514841659,2004556005241,132536654636,3325504817,1079,11995688,94.47,3.49,598.84,1.98,1.31
500.perlbench_r,811729121899,1634465469,2021949255405,135351443232,3335296158,1093,12013049,94.16,3.48,600.69,1.98,1.31
500.perlbench_r,820471009592,1754069397,2039295109363,138172139192,3345015669,1108,12031402,93.97,3.48,603.2,1.98,1.32
500.perlbench_r,829234474331,1873540659,2056760054439,140968411572,3354679983,1120,12049055,93.69,3.48,606.66,1.98,1.32
500.perlbench_r,838001803248,1992998889,2074228597410,143764168876,3364385729,1134,12066958,93.42,3.48,610.1,1.98,1.31
500.perlbench_r,846777639724,2112271610,2091703193954,146552710883,3374164395,1143,12085324,93.15,3.47,613.57,1.98,1.31
500.perlbench_r,855551343000,2231592484,2109209551921,149335423198,3383884790,1158,12103466,92.89,3.47,616.99,1.98,1.3
500.perlbench_r,864322292914,2350777921,2126633541063,152119837166,3393568223,1168,12121527,92.63,3.47,620.4,1.98,1.3
500.perlbench_r,873086341879,2470148327,2144176834590,154887591029,3403342736,1181,12140728,92.38,3.46,623.79,1.97,1.29
500.perlbench_r,881853501629,2589281861,2161744918285,157644569685,3413277279,1188,12160778,92.14,3.46,627.18,1.97,1.29
500.perlbench_r,890631716793,2708403656,2179356663804,160390068484,3423131653,1201,12179649,91.89,3.46,630.55,1.97,1.28
500.perlbench_r,899384241411,2827750728,2196963958761,163137176615,3432893885,1212,12199826,91.66,3.45,633.85,1.97,1.28
500.perlbench_r,908160269547,2946992847,2214626017302,165873131258,3442647703,1225,12220499,91.43,3.45,637.18,1.97,1.28
500.perlbench_r,916940295255,3066464178,2232351121980,168591307194,3452365894,1240,12241013,91.2,3.45,640.53,1.97,1.27
500.perlbench_r,925719098922,3185869943,2250110249532,171295298776,3462225320,1252,12261942,90.98,3.44,643.86,1.97,1.27
500.perlbench_r,934490315213,3305370578,2267909810537,173984664376,3472127136,1262,12282696,90.76,3.44,647.19,1.97,1.27
500.perlbench_r,943265289918,3424860432,2285731784988,176663415449,3482069029,1275,12305322,90.55,3.44,650.48,1.97,1.26
500.perlbench_r,952042750163,3544151818,2303660068884,179310794873,3492057148,1286,12328132,90.33,3.43,653.77,1.97,1.26
500.perlbench_r,960819683381,3663618500,2321628095799,181944998223,3502014317,1299,12351274,90.13,3.43,657.04,1.97,1.26
500.perlbench_r,969596990448,3783069418,2339668459455,184554919250,3511979235,1309,12375912,89.92,3.43,660.31,1.97,1.25
500.perlbench_r,978373555860,3902967955,2357852705644,187130360094,3521884971,1321,12401321,89.72,3.43,663.57,1.97,1.25
500.perlbench_r,987148560232,4023064136,2376106404625,189680529558,3531857525,1334,12427897,89.53,3.42,666.83,1.97,1.25
500.perlbench_r,995926508290,4143250807,2394489997462,192190371537,3541826301,1346,12455637,89.34,3.42,670.11,1.97,1.25
500.perlbench_r,1004701221546,4263296488,2413018236632,194652100724,3551929155,1358,12483918,89.14,3.42,673.38,1.97,1.24
500.perlbench_r,1013471064989,4383611756,2431461012983,197118776550,3561923604,1370,12514072,88.96,3.42,676.66,1.97,1.24
500.perlbench_r,1022247435089,4503597300,2450356237496,199461137925,3572254600,1382,12546199,88.77,3.41,679.95,1.97,1.24
500.perlbench_r,1031024675002,4623483299,2469540723876,201709065349,3582714683,1392,12579798,88.59,3.41,683.24,1.96,1.24
500.perlbench_r,1039799650065,4743218159,2488973266828,203870309372,3593209597,1404,12616304,88.41,3.41,686.55,1.96,1.23
500.perlbench_r,1048577716189,4862114640,2508788324041,205914260708,3604037590,1417,12656309,88.23,3.41,689.89,1.96,1.23
500.perlbench_r,1057354323722,4978930948,2528968813832,207827793818,3615188615,1429,12700295,88.05,3.4,693.28,1.96,1.23
500.perlbench_r,1066129236039,5092893971,2549704610444,209568500988,3626897109,1440,12749818,87.87,3.4,696.69,1.96,1.23
500.perlbench_r,1074905927561,5201601816,2571062398132,211110773299,3638858753,1458,12808606,87.69,3.4,700.16,1.96,1.23
500.perlbench_r,1083685265748,5297621179,2593176922803,212408982506,3651509142,1471,12881607,87.51,3.39,703.66,1.96,1.23
500.perlbench_r,1092459793542,5363351459,2615813864127,213514599351,3665609161,1482,12986892,87.33,3.39,707.25,1.96,1.23
500.perlbench_r,1101072773042,5374215189,2634337201299,214959776643,3693510822,1517,13226081,87.15,3.39,710.86,1.96,1.22
500.perlbench_r,1109836268933,5389418565,2651448092897,217119350532,3733924859,1529,13561020,86.97,3.39,714.4,1.96,1.22
500.perlbench_r,1118608684034,5403972239,2668363008880,219324607521,3774443974,1546,13912988,86.87,3.39,715.01,1.96,1.22
500.perlbench_r,1127357414621,5424534937,2686616995514,221250373819,3809260858,1566,14285613,86.88,3.39,711.83,1.96,1.23
500.perlbench_r,1136108192507,5442114365,2708740022387,222661009933,3852713003,1578,14399087,86.9,3.39,708.68,1.96,1.23
500.perlbench_r,1144838507929,5460443212,2730678172103,224101569452,3896246873,1588,14519982,86.89,3.39,706.89,1.96,1.23
500.perlbench_r,1153599326398,5480423566,2752551945092,225560752906,3939385535,1602,14638725,87.09,3.39,704.59,1.96,1.23
500.perlbench_r,1162374846418,5498412697,2774719172260,226967874635,3981797917,1614,14754317,87.28,3.39,702.45,1.96,1.23
500.perlbench_r,1171138414664,5515053611,2797056496282,228339887210,4024230161,1630,14860969,87.47,3.39,700.2,1.96,1.23
500.perlbench_r,1179914491098,5534162588,2818972995184,229791868162,4068342554,1642,14989748,87.66,3.39,698.31,1.96,1.23
500.perlbench_r,1188684428171,5553119569,2840871640051,231247340507,4111567393,1655,15117336,87.85,3.4,696.45,1.96,1.23
500.perlbench_r,1197458410612,5572893914,2862795449321,232700993142,4154557555,1668,15239463,88.04,3.4,694.39,1.96,1.23
500.perlbench_r,1206221529375,5592549824,2884671378040,234164798260,4198216663,1683,15370247,88.21,3.4,692.34,1.97,1.23
500.perlbench_r,1214995881150,5612066047,2906697449822,235606736816,4242138215,1698,15496601,88.39,3.4,690.42,1.97,1.23
500.perlbench_r,1223754726528,5631840998,2928629268409,237060483673,4285325228,1710,15617959,88.57,3.4,688.4,1.97,1.23
500.perlbench_r,1232531187302,5649854497,2950775984506,238473837745,4328474339,1723,15738939,88.74,3.41,686.45,1.97,1.23
500.perlbench_r,1241295205311,5669612388,2972629135520,239939842221,4371892689,1734,15863320,88.92,3.41,684.63,1.97,1.23
500.perlbench_r,1250062363060,5688654609,2994775883913,241362374183,4413165980,1746,15978148,89.09,3.41,682.9,1.97,1.23
500.perlbench_r,1258836842826,5708828061,3016528812468,242846542986,4456375082,1759,16109219,89.26,3.41,681.1,1.97,1.23
500.perlbench_r,1267591852223,5725874172,3038945540523,244216640553,4499795031,1771,16222004,89.44,3.41,679.76,1.97,1.23
500.perlbench_r,1276354405806,5741689941,3061761886801,245528005447,4542212344,1782,16328174,89.6,3.41,677.99,1.97,1.23
500.perlbench_r,1285129463777,5760436177,3083725330381,246973496512,4585713740,1792,16453137,89.77,3.42,676.34,1.97,1.23
500.perlbench_r,1293888706606,5779582925,3105696950016,248415781898,4628919285,1806,16570870,89.97,3.42,675.17,1.97,1.23
500.perlbench_r,1302657264897,5797177713,3127942001627,249807921711,4672048794,1819,16684266,90.13,3.42,673.52,1.97,1.23
500.perlbench_r,1311419767501,5819090407,3149365443250,251352468923,4716291783,1831,16825841,90.29,3.42,671.92,1.97,1.23
500.perlbench_r,1320196131522,5836724308,3171598378445,252746491634,4759688542,1844,16939951,90.45,3.42,670.45,1.98,1.23
500.perlbench_r,1328966874200,5857499177,3193312827462,254243369091,4802688729,1856,17069005,90.59,3.42,668.68,1.98,1.23
500.perlbench_r,1337736421035,5877686639,3215109011148,255723901833,4846178523,1869,17199851,90.75,3.43,667.24,1.98,1.23
500.perlbench_r,1346512724674,5896795311,3237007025263,257181107431,4888720518,1884,17324755,90.9,3.43,665.8,1.98,1.23
500.perlbench_r,1355283070609,5916503858,3258990058903,258628740286,4932338270,1900,17445987,91.04,3.43,664.26,1.98,1.23
500.perlbench_r,1364030466084,5937350601,3280781602263,260112842607,4975507963,1918,17569580,91.19,3.43,662.99,1.98,1.23
500.perlbench_r,1372801873947,5959874287,3302114539476,261677278434,5019373352,1928,17712205,91.34,3.43,661.53,1.98,1.23
500.perlbench_r,1381555050842,5981508619,3323572463389,263208146663,5061584357,1938,17838793,91.48,3.43,660.17,1.98,1.23
500.perlbench_r,1390331583024,5998967768,3345822767777,264597321288,5103661266,1954,17946184,91.61,3.43,658.62,1.98,1.23
500.perlbench_r,1399104374918,6019847104,3367554479680,266090373152,5147074831,1967,18071257,91.74,3.44,657.35,1.98,1.23
500.perlbench_r,1407877870622,6038680265,3389678666059,267513698058,5190898924,1979,18194116,91.89,3.44,656.27,1.98,1.23
500.perlbench_r,1416653528639,6058212738,3411630363971,268968441209,5233870590,1991,18318261,92.02,3.44,654.96,1.98,1.23
500.perlbench_r,1425409663555,6077402242,3433647010150,270409724601,5277285709,2007,18440622,92.17,3.44,653.63,1.98,1.24
500.perlbench_r,1434181149379,6098429358,3455510233754,271891812001,5320871690,2022,18570265,92.31,3.44,652.46,1.98,1.24
500.perlbench_r,1442955217156,6117148654,3477640911872,273312973177,5363619661,2037,18687007,92.45,3.44,651.31,1.98,1.24
500.perlbench_r,1451699699398,6136789040,3499634595579,274756718837,5407102437,2049,18803523,92.59,3.44,649.98,1.98,1.24
500.perlbench_r,1460475145710,6155849099,3521645093963,276194828672,5450893578,2062,18929839,92.72,3.44,648.89,1.98,1.24
500.perlbench_r,1469250478921,6176340329,3543291943203,277699670703,5495284569,2076,19066942,92.86,3.45,647.72,1.99,1.24
500.perlbench_r,1478011731802,6196044405,3565349881585,279140088672,5538596359,2088,19189452,93,3.45,646.51,1.99,1.24
500.perlbench_r,1486768699650,6216706429,3587073005779,280629917425,5580763340,2102,19314712,93.12,3.45,645.25,1.99,1.24
500.perlbench_r,1495530285015,6236732379,3608971315149,282095093303,5623894800,2116,19443196,93.25,3.45,644.15,1.99,1.24
500.perlbench_r,1504298867734,6251980708,3631786221013,283385970956,5665391898,2126,19541017,93.38,3.45,643.18,1.99,1.24
500.perlbench_r,1513073888490,6273019170,3653566347590,284883000511,5708974874,2138,19683651,93.5,3.45,642.11,1.99,1.24
500.perlbench_r,1521848366145,6292381414,3675617363090,286320478528,5752133768,2152,19797443,93.64,3.45,641.4,1.99,1.24
500.perlbench_r,1530610029550,6311603662,3697672471051,287751774583,5795023407,2163,19915496,93.76,3.45,640.36,1.99,1.24
500.perlbench_r,1539386877917,6332795939,3719236196464,289268708294,5839279901,2176,20058878,93.88,3.46,639.36,1.99,1.24
500.perlbench_r,1548153862545,6352456950,3741092684061,290737613957,5882706663,2187,20190910,94.01,3.46,638.37,1.99,1.24
500.perlbench_r,1556928559687,6368669793,3763864001213,292061500958,5924658758,2201,20294693,94.12,3.46,637.23,1.99,1.24
500.perlbench_r,1565703760655,6388287722,3785563715049,293544884190,5968129385,2213,20426398,94.23,3.46,636.25,1.99,1.24
500.perlbench_r,1574478044183,6405932657,3807640300963,294958663780,6010987458,2224,20536200,94.37,3.46,635.54,1.99,1.24
500.perlbench_r,1583250912981,6424162604,3829579896410,296397060689,6053840771,2238,20657746,94.49,3.46,634.56,1.99,1.24
500.perlbench_r,1592021332085,6442246955,3851606717325,297827196771,6096718870,2251,20776833,94.6,3.46,633.71,1.99,1.24
500.perlbench_r,1600796103083,6460241522,3873659671956,299253882503,6139730868,2264,20898116,94.71,3.46,632.8,1.99,1.24
500.perlbench_r,1609572185459,6477178938,3896126812088,300613846085,6183225042,2277,21009162,94.83,3.46,632.02,1.99,1.24
500.perlbench_r,1618349281265,6497218359,3918004023803,302082882645,6225976168,2289,21139428,94.94,3.47,631.15,1.99,1.24
500.perlbench_r,1627112977567,6521290127,3939444381230,303624717595,6266314320,2325,21282280,95.06,3.47,630.31,1.99,1.24
500.perlbench_r,1635856737944,6525053262,3960565281868,304926407330,6292051951,2339,21342113,95.17,3.47,629.51,1.99,1.24
500.perlbench_r,1644612564977,6525656237,3981917938877,306180754387,6318749817,2366,21420570,95.27,3.47,628.76,2,1.24
500.perlbench_r,1653381688036,6526155455,4003308338771,307436564986,6345467318,2384,21506144,95.07,3.47,629.63,1.99,1.24
500.perlbench_r,1662155001555,6526651815,4024691965590,308695632726,6372146918,2398,21593635,94.92,3.47,630.44,1.99,1.24
500.perlbench_r,1670931771821,6549507991,4046569365098,310040116427,6393956843,2411,21685742,94.76,3.46,631.25,1.99,1.24
500.perlbench_r,1679706209318,6549843436,4069158241414,311163893248,6416773436,2427,21786817,94.61,3.46,632.05,1.99,1.24
500.perlbench_r,1688478847793,6550165367,4091757107234,312284360510,6439475200,2443,21884647,94.4,3.46,633.34,1.99,1.24
500.perlbench_r,1697204637432,6550669034,4114312032944,313417435898,6462268139,2460,21997064,94.17,3.46,634.63,1.99,1.24
500.perlbench_r,1705978754885,6550976869,4136888822207,314551117770,6484903982,2477,22104692,93.94,3.46,635.94,1.99,1.24
500.perlbench_r,1714756215872,6551442874,4159426187155,315690011281,6507637237,2494,22210927,93.71,3.46,637.22,1.99,1.24
500.perlbench_r,1723529254157,6551832722,4181928932904,316825290557,6530193796,2509,22317653,93.49,3.46,638.53,1.99,1.24
500.perlbench_r,1732295778534,6552333438,4204376687120,317956765375,6552575755,2525,22425944,93.27,3.45,639.8,1.99,1.24
500.perlbench_r,1741026229705,6553004313,4226276883264,319158330856,6577443189,2547,22504916,93.06,3.45,641.06,1.98,1.24
500.perlbench_r,1749803203695,6553874877,4247695435680,320409185842,6603855031,2565,22554112,92.84,3.45,642.34,1.98,1.24
500.perlbench_r,1758579724276,6554929037,4269102642449,321664959802,6630279741,2581,22604625,92.68,3.45,643.31,1.98,1.24
500.perlbench_r,1767356677252,6555905279,4290518435767,322918295000,6656689314,2596,22654185,92.55,3.45,644.06,1.98,1.24
500.perlbench_r,1776130149713,6596976573,4311216438058,324534611315,6679336343,2614,22710043,92.42,3.45,644.8,1.98,1.24
500.perlbench_r,1784898262454,6597361372,4333756875954,325673939533,6701936455,2632,22809325,92.3,3.45,645.54,1.98,1.24
500.perlbench_r,1793668122632,6597701724,4356302322133,326814026163,6724631554,2648,22926325,92.16,3.44,646.51,1.98,1.24
500.perlbench_r,1802409232905,6598339833,4378839627373,327954423981,6747453993,2664,23033992,91.96,3.44,647.72,1.98,1.24
500.perlbench_r,1811180238146,6598692629,4401399563208,329089410085,6770164806,2676,23148347,91.77,3.44,648.93,1.98,1.24
500.perlbench_r,1819954588407,6599075690,4423975630423,330222603889,6792819372,2691,23258049,91.58,3.44,650.11,1.98,1.24
500.perlbench_r,1824622542130,6600899083,4442677652526,331296228451,6814987405,2708,23316789,91.5,3.44,650.61,1.98,1.24
502.gcc_r,8734384858,49209495,12917843739,3126790173,54244407,25,1069508,56.83,3.56,237.6,1.84,1.51
502.gcc_r,17387238478,93222669,23236408527,6565426085,141504582,82,2169130,59.17,3.57,162.02,1.82,1.52
502.gcc_r,26147971822,166813297,38660662087,9273686117,181315554,102,2331657,57.5,3.56,212.12,1.84,1.63
502.gcc_r,34911525916,181346522,50552210414,12473711039,274887828,120,3174462,59.29,3.57,183.26,1.83,1.58
502.gcc_r,43668742220,291670727,62625701385,16056247494,329804257,139,3707232,60.14,3.56,190.56,1.84,1.66
502.gcc_r,52475781006,497615773,72797326887,20615636560,353650929,159,3797582,61.1,3.54,207.47,1.85,1.74
502.gcc_r,61235613325,697623695,83754196590,24934809955,377427703,179,3905542,61.58,3.53,222.44,1.85,1.77
502.gcc_r,70008565105,830673699,96208687353,28662174705,409714261,201,3980757,61.08,3.52,234.47,1.85,1.79
502.gcc_r,78762859210,843621590,109300370907,31710647008,495664805,231,5089471,60.79,3.53,220.52,1.85,1.76
502.gcc_r,87520925299,855434460,121113303657,34948050572,594646024,251,6226681,61.07,3.54,203.94,1.84,1.74
502.gcc_r,96293495596,867839880,133616792914,38054130394,687767276,271,7369202,61.28,3.55,194.56,1.84,1.72
502.gcc_r,105047411328,903449647,146614124473,41058062600,764469828,285,7876934,61.61,3.55,192.03,1.84,1.71
502.gcc_r,113806046155,922094616,159467330982,44023078321,849706941,306,8513201,61.87,3.55,187.89,1.83,1.69
502.gcc_r,122555987767,942074197,172051052606,46994457061,934871198,325,9012852,62.16,3.56,184.23,1.83,1.68
502.gcc_r,131326371252,975395814,185996872916,49847407849,1001937120,344,9470528,62.18,3.56,185.93,1.83,1.67
502.gcc_r,139801225129,1008306581,198908508344,52665942150,1060563231,367,10098963,62.21,3.57,187.88,1.83,1.66
